"Vars","Estimate","stdError","p"
"Intercept","-94.847",125.819,"0.452"
"drivingMinus8","30.204",10.204,"0.003 *"
"walkingMinus8","-7.705",4.584,"0.094"
"transitMinus8","-25.297",13.998,"0.072"
"drivingMinus9","13.653",11.064,"0.218"
"walkingMinus9","-3.985",4.884,"0.415"
"transitMinus9","-6.688",13.8,"0.628"
"R2 Adjusted Training","0.433",NA,NA
"R2 Test","0.255",NA,NA
"RMSE Train","617.863",NA,NA
"RMSE Test","1639.548",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.542",NA,NA
