"Vars","Estimate","stdError","p"
"Intercept","-4.737",22.188,"0.831"
"drivingMinus8","1.796",1.09,"0.101"
"walkingMinus8","-0.344",0.674,"0.611"
"transitMinus8","-0.604",1.347,"0.654"
"drivingMinus9","-0.279",1.159,"0.81"
"walkingMinus9","1.078",0.713,"0.132"
"transitMinus9","-1.598",1.315,"0.226"
"R2 Adjusted Training","0.294",NA,NA
"R2 Test","0.001",NA,NA
"RMSE Train","87.036",NA,NA
"RMSE Test","493.005",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.768",NA,NA
