"Vars","Estimate","stdError","p"
"Intercept","-8.704",23.718,"0.714"
"drivingMinus8","1.425",1.501,"0.343"
"walkingMinus8","0.234",0.735,"0.751"
"transitMinus8","-3.314",1.768,"0.062"
"drivingMinus9","0.563",1.673,"0.737"
"walkingMinus9","-0.355",0.8,"0.657"
"transitMinus9","-2.887",1.751,"0.101"
"R2 Adjusted Training","0.292",NA,NA
"R2 Test","0.029",NA,NA
"RMSE Train","116.735",NA,NA
"RMSE Test","954.381",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.732",NA,NA
