"Vars","Estimate","stdError","p"
"Intercept","15.272",13.047,"0.243"
"drivingMinus8","1.562",1.002,"0.12"
"walkingMinus8","-0.465",0.562,"0.409"
"transitMinus8","-1.451",0.727,"0.047 *"
"drivingMinus9","1.379",1.115,"0.217"
"walkingMinus9","-0.642",0.667,"0.337"
"transitMinus9","-1.041",0.609,"0.089"
"R2 Adjusted Training","0.338",NA,NA
"R2 Test","0.412",NA,NA
"RMSE Train","68.766",NA,NA
"RMSE Test","782.59",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.807",NA,NA
