"Vars","Estimate","stdError","p"
"Intercept","45.84",34.302,"0.183"
"drivingMinus14","-7.102",1.261,"<0.001 *"
"walkingMinus14","7.43",0.86,"<0.001 *"
"transitMinus14","-3.68",0.757,"<0.001 *"
"R2 Adjusted Training","0.334",NA,NA
"R2 Test","0.133",NA,NA
"RMSE Train","187.441",NA,NA
"RMSE Test","1729.9",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.789",NA,NA
