"Vars","Estimate","stdError","p"
"Intercept","35.945",21.359,"0.094"
"drivingMinus14","2.487",0.922,"0.008 *"
"walkingMinus14","-0.641",0.641,"0.318"
"transitMinus14","-5.129",0.615,"<0.001 *"
"R2 Adjusted Training","0.239",NA,NA
"R2 Test","0.13",NA,NA
"RMSE Train","121.003",NA,NA
"RMSE Test","952.229",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.736",NA,NA
