"Vars","Estimate","stdError","p"
"Intercept","-17.744",24.359,"0.467"
"drivingMinus14","6.573",1.378,"<0.001 *"
"walkingMinus14","-1.959",1.007,"0.053"
"transitMinus14","-3.471",0.5,"<0.001 *"
"R2 Adjusted Training","0.371",NA,NA
"R2 Test","0.002",NA,NA
"RMSE Train","126.279",NA,NA
"RMSE Test","255.181",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","1.331",NA,NA
