"Vars","Estimate","stdError","p"
"Intercept","-93.285",150.635,"0.536"
"drivingMinus14","19.927",8.233,"0.016 *"
"walkingMinus14","-1.496",6.452,"0.817"
"transitMinus14","-23.376",3.994,"<0.001 *"
"R2 Adjusted Training","0.15",NA,NA
"R2 Test","0.429",NA,NA
"RMSE Train","800.525",NA,NA
"RMSE Test","621.239",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.327",NA,NA
