"Vars","Estimate","stdError","p"
"Intercept","261.919",57.535,"<0.001 *"
"drivingMinus7","1.141",1.603,"0.48"
"walkingMinus7","-1.74",0.928,"0.066"
"transitMinus7","-1.595",1.782,"0.375"
"R2 Adjusted Training","0.523",NA,NA
"R2 Test","0.067",NA,NA
"RMSE Train","70.197",NA,NA
"RMSE Test","117.302",NA,NA
"RMSPE Train","2.026",NA,NA
"RMSPE Test","1.771",NA,NA
