"Vars","Estimate","stdError","p"
"Intercept","95.884",66.736,"0.156"
"drivingMinus7","1.142",1.448,"0.434"
"walkingMinus7","-1.176",0.841,"0.168"
"transitMinus7","-0.785",1.611,"0.628"
"casesTminus1","0.335",0.13,"0.013 *"
"casesTminus2","0.233",0.133,"0.086"
"R2 Adjusted Training","0.633",NA,NA
"R2 Test","0.01",NA,NA
"RMSE Train","61.602",NA,NA
"RMSE Test","96.162",NA,NA
"RMSPE Train","1.049",NA,NA
"RMSPE Test","1.709",NA,NA
