"Vars","Estimate","stdError","p"
"Intercept","154.329",24.998,"<0.001 *"
"driving","1.968",1.197,"0.105"
"walking","0.33",0.786,"0.676"
"transit","-3.996",0.897,"<0.001 *"
"R2 Adjusted Training","0.727",NA,NA
"R2 Test","0.504",NA,NA
"RMSE Train",NA,NA,NA
"RMSE Test","37.831",NA,NA
"RMSPE Train",NA,NA,NA
"RMSPE Test","0.284",NA,NA
