"Vars","Estimate","stdError","p"
"Intercept","246.849",44.745,"<0.001 *"
"driving","5.628",2.436,"0.025 *"
"walking","-1.796",0.918,"0.056"
"transit","-6.216",1.627,"<0.001 *"
"R2 Adjusted Training","0.666",NA,NA
"R2 Test","0.012",NA,NA
"RMSE Train","75.285",NA,NA
"RMSE Test","76.676",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.359",NA,NA
