"Vars","Estimate","stdError","p"
"Intercept","207.625",64.375,"0.002 *"
"driving","5.048",2.732,"0.071"
"walking","-2.496",1.544,"0.113"
"transit","-4.818",1.947,"0.017 *"
"casesTminus1","0.107",0.147,"0.47"
"casesTminus2","0.273",0.136,"0.05"
"R2 Adjusted Training","0.717",NA,NA
"R2 Test","0.04",NA,NA
"RMSE Train","94",NA,NA
"RMSE Test","67.787",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.24",NA,NA
