"Vars","Estimate","stdError","p"
"Intercept","191.687",85.412,"0.029 *"
"driving","2.876",2.674,"0.287"
"walking","-0.157",1.5,"0.917"
"transit","-4.496",2.405,"0.067"
"holidayWeekend","-33.526",52.754,"0.528"
"casesTminus1","0.44",0.128,"0.001 *"
"casesTminus2","0.33",0.123,"0.01 *"
"R2 Adjusted Training","0.95",NA,NA
"R2 Test","0.37",NA,NA
"RMSE Train","86.25",NA,NA
"RMSE Test","101.717",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.129",NA,NA
