"Vars","Estimate","stdError","p"
"Intercept","286.505",317.732,"0.371"
"driving","45.062",9.774,"<0.001 *"
"walking","-8.479",3.943,"0.036 *"
"transit","-42.377",5.888,"<0.001 *"
"R2 Adjusted Training","0.736",NA,NA
"R2 Test","0.034",NA,NA
"RMSE Train","410.789",NA,NA
"RMSE Test","778.551",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.333",NA,NA
