"Vars","Estimate","stdError","p"
"Intercept","124.283",45.515,"0.008 *"
"driving","2.484",1.029,"0.019 *"
"walking","0.984",0.64,"0.129"
"transit","-4.541",0.925,"<0.001 *"
"holidayWeekend","19.609",19.514,"0.319"
"casesTminus1","0.367",0.132,"0.007 *"
"casesTminus2","-0.18",0.125,"0.154"
"R2 Adjusted Training","0.87",NA,NA
"R2 Test","0.127",NA,NA
"RMSE Train","59.602",NA,NA
"RMSE Test","70.201",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.762",NA,NA
