"Vars","Estimate","stdError","p"
"Intercept","909.022",146.97,"<0.001 *"
"drivingMinus7","0.507",7.578,"0.947"
"walkingMinus7","-1.995",4.332,"0.647"
"transitMinus7","-6.898",4.214,"0.107"
"R2 Adjusted Training","0.552",NA,NA
"R2 Test","0.113",NA,NA
"RMSE Train","280.247",NA,NA
"RMSE Test","439.526",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.359",NA,NA
