"Vars","Estimate","stdError","p"
"Intercept","839.394",81.141,"<0.001 *"
"drivingMinus7","3.88",4.053,"0.342"
"walkingMinus7","1.097",2.339,"0.641"
"transitMinus7","-13.32",3.352,"<0.001 *"
"R2 Adjusted Training","0.87",NA,NA
"R2 Test","0.262",NA,NA
"RMSE Train","138.885",NA,NA
"RMSE Test","113.88",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.122",NA,NA
