"Vars","Estimate","stdError","p"
"Intercept","613.357",288.726,"0.038 *"
"driving","-2.698",8.781,"0.76"
"walking","-1.376",5.668,"0.809"
"transit","-1.645",7.318,"0.823"
"casesTminus1","0.807",0.133,"<0.001 *"
"casesTminus2","-0.13",0.129,"0.318"
"R2 Adjusted Training","0.806",NA,NA
"R2 Test","0.426",NA,NA
"RMSE Train","335.941",NA,NA
"RMSE Test","232.628",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.309",NA,NA
