"Vars","Estimate","stdError","p"
"Intercept","61.964",8.672,"<0.001 *"
"drivingMinus7","-0.189",0.626,"0.765"
"walkingMinus7","0.37",0.604,"0.543"
"transitMinus7","-0.535",0.402,"0.189"
"R2 Adjusted Training","0.267",NA,NA
"R2 Test","0.196",NA,NA
"RMSE Train","18.408",NA,NA
"RMSE Test","15.879",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","1.241",NA,NA
