"Vars","Estimate","stdError","p"
"Intercept","-34.556",25.383,"0.175"
"drivingMinus9","8.193",2.119,"<0.001 *"
"walkingMinus9","-6.09",1.287,"<0.001 *"
"transitMinus9","-1.61",1.98,"0.417"
"drivingMinus10","2.48",2.154,"0.251"
"walkingMinus10","1.277",1.231,"0.301"
"transitMinus10","-2.619",1.928,"0.176"
"R2 Adjusted Training","0.454",NA,NA
"R2 Test","0.017",NA,NA
"RMSE Train","117.689",NA,NA
"RMSE Test","287.422",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.854",NA,NA
