"Vars","Estimate","stdError","p"
"Intercept","20.323",12.989,"0.119"
"drivingMinus9","2.064",1.017,"0.044 *"
"walkingMinus9","-0.491",0.569,"0.389"
"transitMinus9","-2.002",0.735,"0.007 *"
"drivingMinus10","0.632",1.132,"0.577"
"walkingMinus10","-0.476",0.676,"0.483"
"transitMinus10","-0.342",0.616,"0.579"
"R2 Adjusted Training","0.321",NA,NA
"R2 Test","0.508",NA,NA
"RMSE Train","69.598",NA,NA
"RMSE Test","782.902",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.804",NA,NA
