"Vars","Estimate","stdError","p"
"Intercept","43.443",13.432,"0.001 *"
"drivingMinus9","0.126",0.781,"0.872"
"walkingMinus9","0.384",0.811,"0.636"
"transitMinus9","-1.184",1.332,"0.375"
"drivingMinus10","0.236",0.723,"0.745"
"walkingMinus10","0.133",0.702,"0.85"
"transitMinus10","-0.176",1.255,"0.889"
"R2 Adjusted Training","0.015",NA,NA
"R2 Test","0",NA,NA
"RMSE Train","101.616",NA,NA
"RMSE Test","736.532",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","Inf",NA,NA
