"Vars","Estimate","stdError","p"
"Intercept","7.878",11.914,"0.509"
"drivingMinus9","0.491",0.592,"0.408"
"walkingMinus9","0.16",0.448,"0.721"
"transitMinus9","0.136",1.162,"0.907"
"drivingMinus10","0.861",0.628,"0.171"
"walkingMinus10","0.934",0.459,"0.043 *"
"transitMinus10","-2.215",1.148,"0.055"
"R2 Adjusted Training","0.486",NA,NA
"R2 Test","0.093",NA,NA
"RMSE Train","55.66",NA,NA
"RMSE Test","410.448",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.702",NA,NA
